Date,Close,Open,High,Low,Vol.,Change %,,
"Mar 23, 2022",3036.12,2969.64,3042.28,2925.78,536.63K,2.24%,X,Y
"Mar 24, 2022",3109.25,3036.18,3126.37,3005.99,699.58K,2.41%,X,Y
"Mar 25, 2022",3103.51,3110.8,3192.73,3081.71,583.25K,-0.18%,X,Y
"Mar 26, 2022",3146.01,3103.43,3150.09,3085.8,244.28K,1.37%,X,Y
"Mar 27, 2022",3297.04,3145.95,3297.4,3126.46,402.02K,4.80%,X,Y
"Mar 28, 2022",3329.38,3295.73,3428.41,3275.32,628.91K,0.98%,X,Y
"Mar 29, 2022",3401.89,3329.67,3481.23,3329.67,570.03K,2.18%,X,Y
"Mar 30, 2022",3385.64,3401.86,3445.98,3333.5,425.38K,-0.48%,X,Y
"Mar 31, 2022",3282.35,3385.6,3444.43,3263.36,545.44K,-3.05%,X,Y
"Apr 01, 2022",3456.18,3282.33,3478.74,3215.33,649.92K,5.30%,X,Y
"Apr 02, 2022",3442.34,3456.18,3529.63,3436.79,629.29K,-0.40%,X,Y
"Apr 03, 2022",3521.1,3442.34,3579.82,3414.4,473.54K,2.29%,X,Y
"Apr 04, 2022",3520.41,3521.16,3544.92,3412.01,547.68K,-0.02%,X,Y
"Apr 05, 2022",3406.78,3520.35,3554.54,3400.74,500.27K,-3.23%,X,Y
"Apr 06, 2022",3169.58,3406.83,3406.87,3164.24,950.59K,-6.96%,X,Y
"Apr 07, 2022",3228.84,3169.58,3268.56,3143.96,569.39K,1.87%,X,Y
"Apr 08, 2022",3193.93,3228.83,3311.42,3174.14,654.82K,-1.08%,X,Y
"Apr 09, 2022",3259.35,3193.54,3268.18,3182.1,283.24K,2.05%,X,Y
"Apr 10, 2022",3201.84,3259.59,3306.14,3198.1,327.86K,-1.76%,X,Y
"Apr 11, 2022",2978.29,3201.99,3213.52,2953.66,876.67K,-6.98%,X,Y
"Apr 12, 2022",3027.25,2978.45,3082.02,2951.8,790.54K,1.64%,X,Y
"Apr 13, 2022",3116.92,3027.64,3128.2,2999.66,563.89K,2.96%,X,Y
"Apr 14, 2022",3021.93,3117.21,3143.18,2980.84,546.54K,-3.05%,X,Y
"Apr 15, 2022",3042.01,3021.93,3056.84,2996.62,309.95K,0.66%,X,Y
"Apr 16, 2022",3058.96,3042.01,3084.84,3011.47,245.47K,0.56%,X,Y
"Apr 17, 2022",2989.05,3058.96,3081.14,2983.17,311.54K,-2.29%,X,Y
"Apr 18, 2022",3055.64,2989.05,3069.07,2887.25,681.76K,2.23%,X,Y
"Apr 19, 2022",3102.01,3055.86,3128.86,3030.32,427.14K,1.52%,X,Y
"Apr 20, 2022",3076.38,3101.79,3161.9,3037.67,512.72K,-0.83%,X,Y
"Apr 21, 2022",2983.95,3076.06,3176.69,2950.97,675.44K,-3.00%,X,Y
"Apr 22, 2022",2963,2983.91,3029.14,2937.47,544.89K,-0.70%,X,Y
"Apr 23, 2022",2931.9,2963,2977.45,2917.84,227.07K,-1.05%,X,Y
"Apr 24, 2022",2922.03,2931.9,2966.94,2915.66,269.29K,-0.34%,X,Y
"Apr 25, 2022",3006.04,2922.03,3023.23,2800.21,807.69K,2.88%,X,Y
"Apr 26, 2022",2810.42,3006.04,3032.7,2768.38,694.46K,-6.51%,X,Y
"Apr 27, 2022",2888.99,2810.42,2916.39,2795.58,602.24K,2.80%,X,Y
"Apr 28, 2022",2937.01,2889.01,2977.78,2856.42,726.03K,1.66%,X,Y
"Apr 29, 2022",2816.66,2937.01,2946.18,2778.33,629.56K,-4.10%,X,Y
"Apr 30, 2022",2727.18,2817.14,2841.16,2716.31,430.98K,-3.18%,X,Y
"May 01, 2022",2825.8,2727.2,2847.02,2720.57,512.01K,3.62%,X,Y
"May 02, 2022",2856.01,2825.65,2879.99,2780.08,617.74K,1.07%,X,Y
"May 03, 2022",2781.47,2856.01,2861.42,2757.36,447.80K,-2.61%,X,Y
"May 04, 2022",2940.7,2781.47,2963.54,2773.9,662.07K,5.72%,X,Y
"May 05, 2022",2747.46,2940.7,2952.84,2730.95,899.82K,-6.57%,X,Y
"May 06, 2022",2692.88,2747.6,2757.14,2635.85,881.18K,-1.99%,X,Y
"May 07, 2022",2636.03,2692.92,2703.11,2589.29,458.05K,-2.11%,X,Y
"May 08, 2022",2519.98,2636.03,2641.84,2492.59,925.40K,-4.40%,X,Y
"May 09, 2022",2229.1,2519.98,2529.35,2228.9,1.93M,-11.54%,X,Y
"May 10, 2022",2342.3,2229.69,2455.19,2202.02,1.95M,5.08%,X,Y
"May 11, 2022",2080.79,2342.27,2451.33,2007.57,2.70M,-11.16%,X,Y
"May 12, 2022",1955.36,2087.17,2190.51,1796.24,2.84M,-6.03%,X,Y
"May 13, 2022",2009.53,1955.59,2146.22,1941.53,1.34M,2.77%,X,Y
"May 14, 2022",2056.3,2009.55,2068.66,1952.07,656.94K,2.33%,X,Y
"May 15, 2022",2145.86,2056.33,2161.78,2001.74,589.77K,4.36%,X,Y
"May 16, 2022",2022.93,2145.86,2145.86,1979.93,950.85K,-5.73%,X,Y
"May 17, 2022",2091.14,2023,2120.03,2008.84,736.63K,3.37%,X,Y
"May 18, 2022",1912.12,2091.05,2108.84,1909.56,751.82K,-8.56%,,Y
"May 19, 2022",2019.34,1913.99,2039.71,1903.67,858.97K,5.61%,,Y
"May 20, 2022",1959.85,2019.36,2061.08,1923.86,699.69K,-2.95%,,Y
"May 21, 2022",1975.12,1959.79,1989.44,1940.59,292.47K,0.78%,,Y
"May 22, 2022",2043.19,1975.12,2055.15,1966.34,425.98K,3.45%,,Y
"May 23, 2022",1972.93,2043.19,2086.21,1959.57,738.09K,-3.44%,,Y
"May 24, 2022",1979.35,1973.01,1992.6,1914.48,620.41K,0.33%,,Y
"May 25, 2022",1942.91,1979.4,2020.64,1937.52,639.93K,-1.84%,,Y
"May 26, 2022",1793.42,1942.89,1964.91,1744.12,1.42M,-7.69%,,Y
"May 27, 2022",1724.3,1793.19,1820.82,1708.62,1.57M,-3.85%,,Y
"May 28, 2022",1792.68,1724.67,1807.79,1722.88,658.23K,3.97%,,Y
"May 29, 2022",1813.56,1792.25,1824.81,1764.72,554.58K,1.16%,,Y
"May 30, 2022",1998.46,1813.56,2009.95,1804.33,1.04M,10.20%,,Y
"May 31, 2022",1941.79,1998.46,2015.02,1928.93,933.24K,-2.84%,,Y
"Jun 01, 2022",1818.07,1941.81,1971.22,1770.85,1.29M,-6.37%,,Y
"Jun 02, 2022",1834.64,1817.98,1851.25,1784.23,975.53K,0.91%,,Y
"Jun 03, 2022",1775.29,1834.66,1843.31,1740.83,884.53K,-3.24%,,Y
"Jun 04, 2022",1804.37,1775.28,1815.19,1748.89,442.10K,1.64%,,Y
"Jun 05, 2022",1806.71,1804.6,1829.25,1773.65,437.73K,0.13%,,Y
"Jun 06, 2022",1859.99,1806.11,1919.4,1804.77,939.37K,2.95%,,Y
"Jun 07, 2022",1813.72,1859.99,1870.99,1727.77,1.64M,-2.49%,,Y
"Jun 08, 2022",1793,1813.05,1837.41,1766.94,1.09M,-1.14%,,Y
"Jun 09, 2022",1788.06,1792.81,1832.7,1778,625.76K,-0.28%,,Y
"Jun 10, 2022",1663.02,1788.15,1803.54,1657.3,1.13M,-6.99%,,Y
"Jun 11, 2022",1531.42,1663.04,1681.58,1503.15,1.44M,-7.91%,,Y
"Jun 12, 2022",1435.46,1531.5,1542.01,1430.93,1.82M,-6.27%,,Y
"Jun 13, 2022",1206.67,1434.43,1454.07,1168.68,4.39M,-15.94%,,Y
"Jun 14, 2022",1210.84,1206.67,1261.39,1078.11,3.27M,0.35%,,Y
"Jun 15, 2022",1237.92,1208.82,1244.8,1016.99,3.73M,2.24%,,Y
"Jun 16, 2022",1068.49,1237.92,1254.28,1052.65,1.76M,-13.69%,,Y
"Jun 17, 2022",1086.47,1068.49,1116.46,1052.17,1.45M,1.68%,,Y
"Jun 18, 2022",995.61,1086.47,1096.93,883.35,2.77M,-8.36%,,Y
"Jun 19, 2022",1128.39,995.49,1152.07,938.24,2.42M,13.34%,,Y
"Jun 20, 2022",1128.32,1128.39,1165.62,1056.58,2.04M,-0.01%,,Y
"Jun 21, 2022",1125.96,1128.29,1192.27,1110.63,1.60M,-0.21%,,Y
"Jun 22, 2022",1049.02,1125.96,1127.06,1045.37,1.58M,-6.83%,,Y
"Jun 23, 2022",1144.19,1049.02,1152.97,1046.57,1.57M,9.07%,,Y
"Jun 24, 2022",1225.03,1144.33,1244.82,1132.87,1.66M,7.07%,,Y
"Jun 25, 2022",1241.76,1224.96,1255.55,1181.11,1.03M,1.37%,,Y
"Jun 26, 2022",1198.03,1241.8,1276.81,1196.2,1.13M,-3.52%,,Y
"Jun 27, 2022",1190.84,1198.03,1237.14,1176.77,1.07M,-0.60%,,Y
"Jun 28, 2022",1143.97,1191.02,1234.96,1137.57,1.32M,-3.94%,,Y
"Jun 29, 2022",1099.51,1143.95,1155.02,1088.1,1.54M,-3.89%,,Y
"Jun 30, 2022",1069.05,1099.51,1105.88,1000.77,1.71M,-2.77%,,Y
"Jul 01, 2022",1058.94,1069.13,1110.25,1035.79,1.89M,-0.95%,,Y
"Jul 02, 2022",1066.6,1059.05,1077.66,1029.03,865.06K,0.72%,,Y
"Jul 03, 2022",1074.08,1066.6,1086.9,1041.82,755.27K,0.70%,,Y
"Jul 04, 2022",1151.19,1074.07,1159.76,1045.97,1.35M,7.18%,,Y
"Jul 05, 2022",1133.9,1151.19,1170.97,1079.36,1.59M,-1.50%,,Y
"Jul 06, 2022",1186.45,1133.87,1202.09,1112.02,1.42M,4.63%,,Y
"Jul 07, 2022",1238.15,1186.48,1252.69,1163.85,1.18M,4.36%,,Y
"Jul 08, 2022",1216.33,1238.1,1275.69,1194.15,1.45M,-1.76%,,Y
"Jul 09, 2022",1216.94,1216.26,1232.69,1205.26,644.47K,0.05%,,Y
"Jul 10, 2022",1167.35,1216.94,1219.26,1155.25,1.12M,-4.07%,,Y
"Jul 11, 2022",1096.43,1167.35,1170.63,1093.28,1.34M,-6.08%,,Y
"Jul 12, 2022",1038.56,1096.41,1097.75,1035.82,1.49M,-5.28%,,Y
"Jul 13, 2022",1115.83,1038.6,1116.51,1012.29,2.48M,7.44%,,Y
"Jul 14, 2022",1192.75,1115.8,1210.17,1072.58,1.86M,6.89%,,Y
"Jul 15, 2022",1231.03,1192.83,1284.76,1182.22,1.74M,3.21%,,Y
"Jul 16, 2022",1356.08,1231.03,1399.16,1192.18,1.77M,10.16%,,Y
"Jul 17, 2022",1337.85,1356,1385.23,1323.23,1.41M,-1.34%,,Y
"Jul 18, 2022",1584.77,1337.92,1590.95,1336.75,2.37M,18.46%,,Y
"Jul 19, 2022",1543.5,1584.33,1620.35,1494.88,2.18M,-2.60%,,Y
"Jul 20, 2022",1520.64,1543.45,1618.43,1488.73,1.65M,-1.48%,,Y
"Jul 21, 2022",1575.68,1520.66,1600.35,1465.93,1.55M,3.62%,,Y
"Jul 22, 2022",1534.85,1575.68,1644.99,1520.36,1.43M,-2.59%,,Y
"Jul 23, 2022",1549.61,1534.85,1596.02,1490.35,1.03M,0.96%,,Y
"Jul 24, 2022",1598.19,1549.61,1659.93,1547.7,1.18M,3.14%,,Y
"Jul 25, 2022",1438.52,1598.19,1608.06,1438.5,1.65M,-9.99%,,Y
"Jul 26, 2022",1450.7,1438.76,1451.46,1357.7,1.42M,0.85%,,Y
"Jul 27, 2022",1636.01,1449.65,1643.7,1421.17,1.80M,12.77%,,Y
"Jul 28, 2022",1726.01,1635.99,1781.39,1597.67,1.87M,5.50%,,Y
"Jul 29, 2022",1720.77,1725.97,1764.74,1658.26,1.44M,-0.30%,,Y
"Jul 30, 2022",1695.97,1720.8,1741.34,1674.42,891.42K,-1.44%,,Y
"Jul 31, 2022",1680,1695.99,1752.94,1667.41,822.23K,-0.94%,,Y
"Aug 01, 2022",1630.1,1679.98,1702.81,1607.29,959.53K,-2.97%,,Y
"Aug 02, 2022",1631.48,1630.07,1675.51,1560.17,1.25M,0.08%,,Y
"Aug 03, 2022",1618.08,1631.46,1682.23,1591.6,906.08K,-0.82%,,Y
"Aug 04, 2022",1606.94,1618.07,1661.15,1581.18,881.56K,-0.69%,,Y
"Aug 05, 2022",1737.71,1607,1740.33,1605.71,1.21M,8.14%,,Y
"Aug 06, 2022",1690.27,1737.66,1749.33,1687.74,696.11K,-2.73%,,Y
"Aug 07, 2022",1700.29,1690.29,1728.97,1669.39,530.48K,0.59%,,Y
"Aug 08, 2022",1778.42,1700.26,1813.45,1694.69,951.02K,4.59%,,Y
"Aug 09, 2022",1702.8,1778.15,1789.55,1668.79,960.58K,-4.25%,,Y
"Aug 10, 2022",1853.46,1702.8,1881.39,1657.78,1.52M,8.85%,,Y
"Aug 11, 2022",1880.28,1853.5,1931.06,1850.72,1.31M,1.45%,,Y
"Aug 12, 2022",1957.63,1880.3,1961.83,1856.64,834.69K,4.11%,,Y
"Aug 13, 2022",1983.5,1957.62,2018.97,1946.65,798.08K,1.32%,,Y
"Aug 14, 2022",1935.1,1983.52,2028.4,1909.19,662.15K,-2.44%,,Y
"Aug 15, 2022",1900.25,1935.1,2012.02,1873.7,1.09M,-1.80%,,Y
